Card_id,Bname,Address,Phone,Ssn
ID000614,Irene Robinson,"04 Fairfield Parkway, Dallas, TX",(469) 943-6537,658051653
ID000615,Alice Armstrong,"7068 Derek Alley, Dallas, TX",(214) 911-6490,155872365
ID000616,Eugene Woods,"56245 Graceland Way, Dallas, TX",(972) 832-8839,665028900
ID000617,Louis Taylor,"09508 Thackeray Center, Dallas, TX",(214) 932-0979,670325349
ID000618,Deborah Owens,"12322 Hayes Center, Dallas, TX",(214) 971-1946,416312379
ID000619,Marilyn Collins,"305 1st Crossing, Dallas, TX",(972) 927-4971,346414220
ID000620,Virginia Gonzalez,"03722 Huxley Point, Dallas, TX",(214) 864-3430,475067256
ID000621,Helen Ryan,"51 Kennedy Parkway, Dallas, TX",(214) 988-0720,701285911
ID000622,John Myers,"4 Mendota Junction, Dallas, TX",(214) 437-0969,646841183
ID000623,Mary Collins,"261 Almo Alley, Dallas, TX",(469) 987-5918,748141656
ID000624,Raymond Carter,"71 Eastwood Way, Dallas, TX",(972) 891-0800,802790419
ID000625,Mary Ramos,"6 Anderson Lane, Plano, TX",(214) 989-0536,124079804
ID000626,Kathy Ferguson,"20 7th Place, Dallas, TX",(214) 607-7944,311305644
ID000627,Clarence Morales,"4645 Homewood Trail, Plano, TX",(214) 900-0324,156048304
ID000628,Teresa Campbell,"0241 Bultman Point, Dallas, TX",(214) 930-0030,590287564
ID000629,Roger Nguyen,"249 Marquette Center, Dallas, TX",(972) 931-8604,157330075
ID000630,Phyllis Long,"9 Bluestem Circle, Dallas, TX",(972) 661-7458,326208507
ID000631,Michael Taylor,"18398 Florence Place, Dallas, TX",(972) 833-7591,536175051
ID000632,John Watkins,"1669 Ridgeview Hill, Richardson, TX",(214) 925-0299,906452011
ID000633,Carolyn Garcia,"9 Dapin Trail, Dallas, TX",(214) 920-2780,336892349
ID000634,Donald Phillips,"7 Alpine Alley, Dallas, TX",(214) 813-6913,255256148
ID000635,Deborah Watson,"75 Carey Parkway, Dallas, TX",(469) 809-1498,292880298
ID000636,Annie Shaw,"66820 Bunting Plaza, Dallas, TX",(972) 965-6678,640786255
ID000637,Alan Price,"84 Rutledge Junction, Dallas, TX",(972) 776-5854,847478564
ID000638,Kathryn Morrison,"59100 Onsgard Crossing, Dallas, TX",(972) 875-1440,126263636
ID000639,Christopher Johnson,"777 Ludington Terrace, Dallas, TX",(972) 679-9556,471616333
ID000640,Joshua Bishop,"0 Grim Place, Dallas, TX",(214) 600-5143,439038518
ID000641,Ernest Jones,"8085 Weeping Birch Alley, Dallas, TX",(972) 948-1978,391222309
ID000642,Melissa Banks,"578 Reindahl Trail, Dallas, TX",(972) 993-2150,897346632
ID000643,Arthur Lane,"26696 Steensland Court, Plano, TX",(214) 959-8756,985722421
ID000644,Joyce Perkins,"8 Bluestem Park, Dallas, TX",(972) 942-5394,325856108
ID000645,Judith Sullivan,"95194 Badeau Trail, Dallas, TX",(972) 890-8729,506851419
ID000646,Billy Johnson,"95272 Kensington Plaza, Dallas, TX",(972) 823-5333,103273706
ID000647,Marie Bell,"74 Anderson Avenue, Dallas, TX",(469) 991-0533,378579726
ID000648,Jimmy Ford,"14311 Merchant Court, Dallas, TX",(469) 937-3556,764947005
ID000649,Alice Mccoy,"6 Nelson Avenue, Dallas, TX",(469) 848-7697,667375162
ID000650,Richard Matthews,"121 Warrior Alley, Dallas, TX",(972) 963-0887,946025323
ID000651,Daniel Foster,"84 Charing Cross Avenue, Dallas, TX",(972) 838-0899,143593681
ID000652,Earl Banks,"0 Lindbergh Place, Dallas, TX",(972) 921-9987,251350397
ID000653,Scott Rogers,"9 Gulseth Circle, Dallas, TX",(469) 936-7824,709471259
ID000654,Richard Baker,"68093 Ridge Oak Junction, Dallas, TX",(972) 957-8835,211179786
ID000655,Robin Mcdonald,"3407 Old Gate Circle, Dallas, TX",(972) 858-2976,375179234
ID000656,Victor Riley,"219 Fair Oaks Park, Dallas, TX",(214) 932-7141,512450642
ID000657,Anne Lopez,"62 Truax Terrace, Dallas, TX",(972) 987-8304,727220778
ID000658,Margaret Fisher,"53744 Prentice Alley, Dallas, TX",(469) 711-2192,315715729
ID000659,Amanda Perkins,"629 Troy Way, Dallas, TX",(972) 937-2368,897194834
ID000660,Linda Perry,"83189 Esch Circle, Dallas, TX",(214) 865-3742,619765825
ID000661,Wanda Lawrence,"6239 Mandrake Alley, Dallas, TX",(214) 772-4765,272908955
ID000662,Tina Mitchell,"42613 Pankratz Hill, Dallas, TX",(972) 791-8636,100078344
ID000663,Jacqueline Gordon,"3603 Vernon Junction, Dallas, TX",(972) 979-5379,392343414
ID000664,Betty Hunt,"79 Welch Court, Dallas, TX",(214) 615-4372,850035811
ID000665,Kevin Webb,"156 Lukken Lane, Dallas, TX",(214) 947-7416,190475767
ID000666,Joshua Evans,"225 Dixon Center, Richardson, TX",(214) 882-4750,529874076
ID000667,Kathleen Peters,"5024 Park Meadow Park, Dallas, TX",(214) 838-2643,836542070
ID000668,Marie Mason,"651 Cody Trail, Dallas, TX",(972) 918-8605,265541326
ID000669,Jean Morrison,"68 Stuart Parkway, Dallas, TX",(972) 767-8868,941126153
ID000670,Daniel Hudson,"16609 Oak Valley Plaza, Dallas, TX",(214) 921-7666,190478274
ID000671,Judith Dixon,"8 Almo Court, Dallas, TX",(972) 908-2892,318201054
ID000672,Roy Morales,"05025 Muir Point, Dallas, TX",(972) 635-1013,963642281
ID000673,Justin Marshall,"972 Crownhardt Circle, Plano, TX",(469) 778-6036,531843873
ID000674,Gregory Smith,"59810 Erie Circle, Dallas, TX",(972) 868-0952,635156122
ID000675,Deborah Reed,"426 Swallow Hill, Richardson, TX",(214) 981-2497,552290884
ID000676,Pamela King,"1754 Pennsylvania Way, Plano, TX",(214) 989-0559,578147271
ID000677,Alan Welch,"1102 Magdeline Court, Richardson, TX",(469) 984-4212,520659256
ID000678,Samuel Moore,"41307 Grasskamp Drive, Dallas, TX",(972) 850-8906,393119047
ID000679,Katherine Holmes,"0 Rowland Avenue, Dallas, TX",(972) 954-3190,343726326
ID000680,Harold Williams,"7576 Vermont Plaza, Dallas, TX",(214) 889-7673,900262190
ID000681,Evelyn Nguyen,"590 Independence Circle, Dallas, TX",(469) 746-7480,133852262
ID000682,Joe Cooper,"1421 Linden Avenue, Plano, TX",(469) 977-1179,824554537
ID000683,Helen Fernandez,"70499 Michigan Circle, Dallas, TX",(469) 831-8504,784922076
ID000684,Nicholas Gibson,"2454 Clemons Crossing, Plano, TX",(972) 906-3742,151586475
ID000685,Angela Tucker,"50 Brentwood Crossing, Dallas, TX",(972) 650-5349,122748518
ID000686,Amy Washington,"93083 Elka Lane, Dallas, TX",(972) 817-2285,917444969
ID000687,Gregory Sanchez,"230 Briar Crest Road, Dallas, TX",(972) 860-8215,688025499
ID000688,Terry Kennedy,"55 Summer Ridge Point, Dallas, TX",(214) 945-1527,941812456
ID000689,Charles Bradley,"10 Kenwood Avenue, Dallas, TX",(214) 763-4487,370795137
ID000690,Judy Gilbert,"0 Roth Alley, Dallas, TX",(214) 917-8414,972756100
ID000691,Paul Chapman,"57011 Reindahl Terrace, Richardson, TX",(469) 918-9529,820059916
ID000692,Cheryl Taylor,"4916 Stang Hill, Plano, TX",(469) 602-9760,536887676
ID000693,Linda Nelson,"46 Lukken Hill, Dallas, TX",(214) 728-3594,753824781
ID000694,Edward Harvey,"2989 Leroy Point, Dallas, TX",(469) 999-8714,617281448
ID000695,Carolyn Chapman,"9524 Amoth Lane, Dallas, TX",(214) 947-2089,735503554
ID000696,Jack Hudson,"2 Claremont Drive, Dallas, TX",(972) 544-4023,525502241
ID000697,Adam Gardner,"907 Corben Alley, Dallas, TX",(214) 548-0751,534114411
ID000698,Julia Pierce,"8 Heath Avenue, Richardson, TX",(469) 701-5525,363389674
ID000699,Janet Robertson,"20 Mesta Plaza, Dallas, TX",(214) 836-2849,407531627
ID000700,Maria Romero,"188 Loeprich Drive, Richardson, TX",(214) 845-7095,240041102
ID000701,Diana Rogers,"58 Welch Place, Dallas, TX",(469) 502-6533,472986371
ID000702,Evelyn Carter,"8 Fair Oaks Alley, Plano, TX",(469) 825-0017,663090104
ID000703,Bruce Armstrong,"9 Memorial Junction, Plano, TX",(214) 875-5764,535555684
ID000704,Janice Matthews,"967 Mifflin Center, Dallas, TX",(469) 914-7781,325184093
ID000705,Mildred Nelson,"9598 Union Terrace, Dallas, TX",(972) 452-3908,371064026
ID000706,Shawn Robertson,"6590 Holy Cross Way, Dallas, TX",(972) 656-2026,222633734
ID000707,Elizabeth Tucker,"65 Fulton Court, Dallas, TX",(214) 987-6456,276493884
ID000708,Dorothy Harper,"83 Boyd Center, Dallas, TX",(214) 827-1293,122239319
ID000709,Jack Woods,"10 Crest Line Pass, Dallas, TX",(214) 942-9460,323596505
ID000710,Eric Jordan,"154 Redwing Way, Richardson, TX",(469) 924-3271,436605376
ID000711,Marilyn Taylor,"57 Farmco Park, Dallas, TX",(214) 806-7627,283972577
ID000712,Timothy Edwards,"109 Larry Road, Dallas, TX",(214) 974-9365,248172518
ID000713,Carol Welch,"121 Ohio Road, Dallas, TX",(214) 821-0016,637482284
ID000714,Sandra Reed,"1876 Westend Court, Plano, TX",(469) 896-9764,164194566
ID000715,Jason Dunn,"90950 Sherman Way, Richardson, TX",(972) 712-6791,498448648
ID000716,Paula Jordan,"0 Schurz Lane, Dallas, TX",(214) 956-1394,741862253
ID000717,Willie Hernandez,"46 Bluejay Crossing, Dallas, TX",(469) 869-1585,694721725
ID000718,Chris Phillips,"2563 Macpherson Avenue, Dallas, TX",(214) 795-5477,500830564
ID000719,Juan Hayes,"5 Melvin Junction, Dallas, TX",(469) 666-0063,849331958
ID000720,Helen Lopez,"2 Maryland Park, Richardson, TX",(214) 904-8793,398418926
ID000721,Justin Porter,"66 Lerdahl Street, Dallas, TX",(469) 820-0587,642599156
ID000722,Johnny Garcia,"85 Sloan Street, Dallas, TX",(469) 962-1344,236999327
ID000723,Katherine Taylor,"00 Carey Alley, Dallas, TX",(469) 755-0265,590512989
ID000724,Jacqueline Howell,"30 Meadow Valley Trail, Dallas, TX",(972) 817-4256,847744073
ID000725,Earl Richards,"431 Birchwood Court, Dallas, TX",(214) 959-4661,743839247
ID000726,Clarence Woods,"7 Schiller Road, Plano, TX",(214) 913-1723,482297565
ID000727,Jessica Gonzales,"645 Rutledge Road, Dallas, TX",(972) 938-3645,209787735
ID000728,Matthew Warren,"4561 Texas Lane, Dallas, TX",(972) 971-6529,831596111
ID000729,Kathy Smith,"8726 Packers Parkway, Dallas, TX",(214) 953-4343,280985533
ID000730,Keith Collins,"99196 Surrey Court, Dallas, TX",(214) 788-7439,925639699
ID000731,Joan Garrett,"43 Scoville Pass, Plano, TX",(972) 954-7260,556383135
ID000732,Diane Little,"11 Donald Road, Plano, TX",(469) 688-9174,434718048
ID000733,Wanda Mendoza,"34327 Sunbrook Hill, Dallas, TX",(469) 569-6125,372723479
ID000734,Martin Nguyen,"08974 Bowman Way, Dallas, TX",(469) 996-7003,657614433
ID000735,Donald Andrews,"8 Kennedy Terrace, Dallas, TX",(972) 828-3356,967288561
ID000736,Ruth Weaver,"46239 Kipling Terrace, Dallas, TX",(214) 802-4320,895974019
ID000737,Patricia Gilbert,"43 Mariners Cove Center, Dallas, TX",(214) 814-7712,469609195
ID000738,Carlos Ford,"0 Dovetail Avenue, Dallas, TX",(214) 658-8568,286875683
ID000739,Louise Arnold,"55 Mandrake Crossing, Dallas, TX",(972) 903-4805,988746162
ID000740,Henry Nichols,"08 Oak Valley Park, Richardson, TX",(214) 941-0961,284978780
ID000741,Kathleen Hayes,"72 Mcguire Road, Dallas, TX",(469) 895-4109,186841844
ID000742,Bonnie Mccoy,"83175 Cottonwood Way, Dallas, TX",(214) 913-2990,458940428
ID000743,Jerry Montgomery,"10 Northland Plaza, Dallas, TX",(214) 826-7806,419298694
ID000744,Jessica Mccoy,"09315 Trailsway Court, Dallas, TX",(214) 918-2939,219675666
ID000745,Jean Ryan,"801 Hooker Center, Richardson, TX",(214) 998-5831,372210737
ID000746,Joyce Clark,"360 Hovde Way, Dallas, TX",(469) 853-7767,338735511
ID000747,Marilyn Cruz,"4 Esker Plaza, Dallas, TX",(469) 947-7763,593871261
ID000748,Christine Young,"70 Meadow Valley Pass, Richardson, TX",(972) 989-7753,132702552
ID000749,Marie Phillips,"8 Pleasure Drive, Dallas, TX",(469) 603-0113,795843330
ID000750,Ann Bryant,"451 Sundown Drive, Dallas, TX",(214) 940-1980,645657799
ID000751,Bruce Bailey,"1228 Warner Hill, Dallas, TX",(972) 785-6558,338605273
ID000752,Julie Fields,"0 Hayes Alley, Dallas, TX",(214) 226-5537,171354592
ID000753,Gregory Schmidt,"998 Merchant Circle, Dallas, TX",(972) 990-8419,872377791
ID000754,Marilyn Ryan,"877 Forster Lane, Dallas, TX",(469) 900-2911,264348300
ID000755,Julia Long,"472 Forest Trail, Dallas, TX",(972) 934-8954,361846572
ID000756,Victor Peterson,"3653 Sage Parkway, Dallas, TX",(214) 965-4668,538333604
ID000757,Sara Ruiz,"75507 Center Way, Richardson, TX",(214) 988-8363,294410480
ID000758,Roy Barnes,"4505 Transport Drive, Dallas, TX",(469) 530-2193,286274771
ID000759,Anthony Carpenter,"61 Karstens Plaza, Dallas, TX",(214) 939-8741,528823250
ID000760,Jessica Rodriguez,"3969 Springview Court, Dallas, TX",(469) 846-8175,774662989
ID000761,Craig Carter,"3 Hayes Plaza, Dallas, TX",(214) 974-6461,147967903
ID000762,Brandon Ellis,"9617 Summit Terrace, Dallas, TX",(469) 767-8210,126492208
ID000763,Richard Torres,"19723 Cherokee Drive, Dallas, TX",(972) 915-3282,509310770
ID000764,Janet Mcdonald,"63455 Division Park, Plano, TX",(469) 586-2793,335363231
ID000765,Raymond Campbell,"495 Mallard Street, Dallas, TX",(214) 881-9579,862425821
ID000766,Mark Fields,"03 Menomonie Junction, Dallas, TX",(972) 919-4515,430934149
ID000767,William Cox,"2 Veith Junction, Dallas, TX",(972) 897-9587,936046604
ID000768,Ruby Hansen,"759 Mandrake Avenue, Dallas, TX",(214) 912-1668,795039664
ID000769,Phillip Richards,"29931 Northridge Trail, Dallas, TX",(972) 783-3567,737181574
ID000770,Richard Jordan,"76466 Milwaukee Lane, Dallas, TX",(469) 998-7983,286378304
ID000771,Marie Perez,"38 Summer Ridge Court, Dallas, TX",(469) 682-4358,314522705
ID000772,Cheryl Butler,"68 Maple Court, Dallas, TX",(469) 448-2582,574793097
ID000773,Michelle Carpenter,"99896 New Castle Trail, Dallas, TX",(469) 780-0762,835298866
ID000774,Adam Cooper,"74125 Laurel Center, Dallas, TX",(214) 812-8288,496599897
ID000775,Nancy Shaw,"347 Oak Plaza, Dallas, TX",(214) 849-5837,368199311
ID000776,Ernest Gomez,"34530 Donald Pass, Dallas, TX",(972) 966-3976,414222220
ID000777,Wanda Wilson,"3 Rockefeller Point, Dallas, TX",(214) 783-6562,888893056
ID000778,Melissa Bailey,"94627 Hoard Parkway, Dallas, TX",(972) 870-8953,572708409
ID000779,Clarence Gray,"797 Merrick Way, Dallas, TX",(972) 951-5685,114715828
ID000780,Janice Hunter,"3 Sheridan Trail, Dallas, TX",(972) 888-0899,104433663
ID000781,Raymond Murray,"3083 Crescent Oaks Road, Dallas, TX",(972) 900-8986,329053664
ID000782,Bruce Hansen,"88200 Johnson Alley, Dallas, TX",(214) 892-9528,447699321
ID000783,Ryan Mccoy,"27278 American Ash Avenue, Dallas, TX",(469) 786-6255,937667915
ID000784,Jerry Fowler,"0 Lighthouse Bay Circle, Dallas, TX",(214) 653-3127,764896736
ID000785,Frank Harper,"8 Fairview Drive, Dallas, TX",(972) 810-8573,134924609
ID000786,George Garza,"0 Granby Lane, Dallas, TX",(469) 758-5662,571081675
ID000787,Sharon Olson,"7705 Ridge Oak Plaza, Richardson, TX",(972) 982-4528,914591431
ID000788,Kathryn Reed,"086 Bunker Hill Way, Dallas, TX",(972) 937-2108,310912067
ID000789,Randy Weaver,"5 Del Mar Junction, Richardson, TX",(214) 853-7737,925522771
ID000790,Linda Washington,"8122 Sachtjen Circle, Richardson, TX",(972) 914-5391,193137825
ID000791,Elizabeth Anderson,"80 Dunning Circle, Dallas, TX",(469) 881-4443,799374997
ID000792,Henry Kim,"9861 Elmside Crossing, Dallas, TX",(214) 912-9599,981698236
ID000793,Earl Morales,"16 Manley Pass, Dallas, TX",(214) 651-0786,124228351
ID000794,Howard Ford,"31553 5th Place, Richardson, TX",(972) 940-7458,980981968
ID000795,Tammy Fox,"29405 Hauk Road, Dallas, TX",(214) 997-3240,486259016
ID000796,Sarah Hicks,"38 Lighthouse Bay Pass, Plano, TX",(214) 901-9314,765536457
ID000797,Diana Montgomery,"2 Welch Parkway, Dallas, TX",(214) 603-6856,750876481
ID000798,Joan Boyd,"393 School Plaza, Dallas, TX",(469) 882-9965,796844632
ID000799,Barbara Simmons,"678 Barnett Point, Dallas, TX",(469) 415-7518,944129610
ID000800,Keith Carroll,"46912 Veith Place, Dallas, TX",(214) 821-2150,604148118
ID000801,Ruby Bryant,"0502 Dorton Place, Dallas, TX",(214) 583-2918,554707857
ID000802,Andrew Holmes,"87963 Darwin Plaza, Dallas, TX",(469) 993-5278,968078691
ID000803,Juan King,"3344 Schlimgen Point, Dallas, TX",(972) 823-3180,848011355
ID000804,Michael Warren,"1 Northwestern Road, Dallas, TX",(469) 912-0181,522567195
ID000805,Randy Wagner,"28585 Iowa Pass, Richardson, TX",(972) 981-8393,263496672
ID000806,Jose Kelly,"088 Cambridge Trail, Plano, TX",(972) 832-9963,916962811
ID000807,Peter Ford,"3 Boyd Point, Dallas, TX",(214) 978-2937,304185907
ID000808,Peter Edwards,"70349 Hallows Way, Richardson, TX",(214) 991-6626,381333107
ID000809,Louise Peters,"79475 Morrow Pass, Dallas, TX",(972) 902-4551,211110916
ID000810,Stephanie Perry,"08750 Forest Dale Road, Dallas, TX",(214) 899-9004,343230976
ID000811,Lawrence Adams,"38 Forster Terrace, Dallas, TX",(214) 925-8866,792444178
ID000812,Gregory Hansen,"419 Longview Trail, Plano, TX",(469) 899-8651,443862495
ID000813,Ralph Medina,"74 High Crossing Lane, Plano, TX",(469) 953-9007,797381593
ID000814,Joan Cooper,"52 Fremont Road, Dallas, TX",(972) 842-0287,223838666
ID000815,Karen George,"560 Menomonie Plaza, Dallas, TX",(469) 551-3026,732676734
ID000816,Theresa Cunningham,"8148 Florence Drive, Dallas, TX",(469) 861-6774,639561250
ID000817,Dennis Young,"378 Carberry Place, Dallas, TX",(214) 602-2841,506617033
ID000818,Joseph Castillo,"4 Surrey Park, Dallas, TX",(469) 916-0494,789558630
ID000819,Eugene Fisher,"977 Gina Junction, Dallas, TX",(972) 926-5775,100439457
ID000820,Elizabeth Medina,"044 Prentice Center, Plano, TX",(972) 969-7931,622930486
ID000821,Joyce Arnold,"48306 Moulton Plaza, Plano, TX",(972) 958-8893,236058310
ID000822,William Ramos,"20 Red Cloud Trail, Richardson, TX",(972) 950-2750,294259318
ID000823,Billy Reed,"2 Loftsgordon Alley, Dallas, TX",(972) 853-0282,317842700
ID000824,Scott Carr,"9 Memorial Place, Dallas, TX",(469) 979-5007,802257025
ID000825,Doris Carpenter,"55093 Bunting Pass, Dallas, TX",(972) 413-6984,713062568
ID000826,Aaron Kennedy,"51078 Fisk Parkway, Dallas, TX",(214) 900-5041,863244380
ID000827,Eugene George,"32186 Katie Park, Dallas, TX",(469) 642-7160,957882521
ID000828,Marilyn Washington,"7639 Northfield Park, Dallas, TX",(214) 531-0051,971597462
ID000829,Sara Patterson,"938 Vermont Crossing, Dallas, TX",(972) 871-5585,778112383
ID000830,Samuel Henry,"031 Hintze Terrace, Dallas, TX",(972) 825-3266,432345988
ID000831,Phillip Kennedy,"41 Leroy Center, Dallas, TX",(469) 995-0612,110875003
ID000832,Robin Welch,"4 Texas Trail, Dallas, TX",(972) 778-2143,862953192
ID000833,Rose Garrett,"2384 Carey Road, Plano, TX",(214) 860-5621,639001709
ID000834,Rebecca Meyer,"38 Nelson Lane, Plano, TX",(972) 936-2303,687267934
ID000835,Michelle Reid,"7 Sunbrook Circle, Dallas, TX",(469) 941-2469,648001339
ID000836,Judy Rice,"49031 Saint Paul Avenue, Dallas, TX",(469) 935-1827,362560347
ID000837,Kevin Carroll,"36 Jana Lane, Dallas, TX",(469) 964-0568,840088767
ID000838,Kathryn Owens,"664 Clemons Hill, Dallas, TX",(214) 812-2116,268142587
ID000839,Brian Elliott,"28 Graedel Hill, Dallas, TX",(972) 857-3817,211965010
ID000840,Keith Alvarez,"73423 Mallard Park, Dallas, TX",(972) 985-3882,704935430
ID000841,Christopher Hamilton,"42 Johnson Place, Plano, TX",(972) 756-5173,493280872
ID000842,Mildred Washington,"093 Reindahl Alley, Dallas, TX",(469) 863-5699,104872254
ID000843,Maria Patterson,"435 Mockingbird Road, Dallas, TX",(214) 689-4556,634960779
ID000844,Tammy Romero,"77652 Quincy Junction, Dallas, TX",(469) 653-5925,973880017
ID000845,Shirley Ellis,"74 Boyd Circle, Dallas, TX",(469) 920-2738,701063601
ID000846,Gerald Carter,"6829 Aberg Park, Dallas, TX",(214) 994-1903,948864146
ID000847,Sandra Diaz,"73631 Arapahoe Plaza, Dallas, TX",(214) 832-3930,405843532
ID000848,Joyce Miller,"2 Annamark Center, Dallas, TX",(972) 961-6545,648261008
ID000849,Edward Freeman,"415 Di Loreto Plaza, Plano, TX",(972) 989-4204,401787678
ID000850,Willie Griffin,"990 Moland Lane, Dallas, TX",(214) 928-8621,138670395
ID000851,Eugene Gibson,"11945 Delaware Trail, Dallas, TX",(972) 954-4027,576905231
ID000852,Beverly Carroll,"7263 Mariners Cove Park, Dallas, TX",(214) 917-7386,511597913
ID000853,Kevin Weaver,"9746 Springview Lane, Dallas, TX",(469) 942-2408,427262369
ID000854,Diana Collins,"00 Stoughton Pass, Dallas, TX",(972) 804-5134,981700822
ID000855,Melissa Cole,"405 Lukken Park, Dallas, TX",(972) 786-8554,842926012
ID000856,Willie Young,"4 Bowman Lane, Dallas, TX",(214) 928-4186,842482817
ID000857,Juan Nichols,"8095 Grover Point, Dallas, TX",(469) 804-3343,420415414
ID000858,Kevin Mason,"132 Huxley Street, Dallas, TX",(469) 973-8133,571346457
ID000859,Ronald Owens,"160 Forster Court, Plano, TX",(214) 986-1282,977497404
ID000860,Howard Mason,"725 Shelley Street, Dallas, TX",(972) 884-9005,625100221
ID000861,Scott Sullivan,"3 Dottie Way, Dallas, TX",(972) 881-9868,344023503
ID000862,Margaret Payne,"706 Spenser Drive, Plano, TX",(972) 760-0404,217529370
ID000863,Ashley Dixon,"07278 Arizona Road, Dallas, TX",(972) 818-9660,676283465
ID000864,Marilyn Vasquez,"85753 Sommers Parkway, Plano, TX",(214) 435-8942,927536184
ID000865,Amanda Olson,"2 Thompson Hill, Dallas, TX",(972) 979-2331,369132148
ID000866,Heather Fernandez,"18106 Beilfuss Way, Dallas, TX",(469) 854-7653,275697155
ID000867,Stephanie Diaz,"52331 Monica Drive, Dallas, TX",(214) 912-8213,993114983
ID000868,Roy Kelly,"7053 Old Gate Alley, Dallas, TX",(469) 974-8373,867837085
ID000869,Scott Chavez,"3 Kingsford Avenue, Dallas, TX",(469) 963-3427,466061410
ID000870,Donna Mitchell,"4741 Kenwood Junction, Dallas, TX",(214) 951-3865,632921297
ID000871,Louis Harris,"2747 Rieder Plaza, Dallas, TX",(214) 886-3021,585802785
ID000872,Henry Hansen,"2900 Surrey Street, Dallas, TX",(214) 964-2420,512233537
ID000873,Kathryn Porter,"53 Dapin Parkway, Dallas, TX",(972) 844-8439,772623065
ID000874,Anne Johnson,"20069 Melvin Center, Dallas, TX",(214) 975-6054,190887543
ID000875,Todd Taylor,"97238 Onsgard Trail, Dallas, TX",(214) 937-3241,329184164
ID000876,Julia Fernandez,"34619 Marcy Crossing, Dallas, TX",(972) 966-9920,654195151
ID000877,Craig Robinson,"30 Sutteridge Point, Dallas, TX",(469) 919-0979,591028727
ID000878,Nancy Shaw,"5834 Village Crossing, Dallas, TX",(214) 788-2516,299370401
ID000879,Lawrence Nichols,"6423 Roth Park, Dallas, TX",(214) 925-2580,939583158
ID000880,Jimmy Diaz,"0301 Oriole Lane, Dallas, TX",(469) 473-0533,170663784
ID000881,Bobby Mcdonald,"3 Scoville Drive, Dallas, TX",(972) 527-7603,740804320
ID000882,Jesse Cunningham,"790 Marquette Hill, Dallas, TX",(214) 936-7626,953634906
ID000883,Gregory Andrews,"361 Sachs Crossing, Dallas, TX",(214) 973-0715,200600963
ID000884,Tina Rogers,"79 Forest Dale Road, Dallas, TX",(469) 984-9258,499388289
ID000885,Henry Allen,"9 Pennsylvania Street, Dallas, TX",(972) 939-2237,312188191
ID000886,Carolyn Gordon,"6 Fuller Avenue, Richardson, TX",(469) 829-5466,215991270
ID000887,Louise Hudson,"04798 Loeprich Alley, Dallas, TX",(972) 955-8037,154271288
ID000888,John Vasquez,"52 Darwin Park, Dallas, TX",(469) 978-1123,772415591
ID000889,Kathryn Graham,"45 Everett Pass, Dallas, TX",(469) 921-3046,888061132
ID000890,Patricia Perkins,"0 Heffernan Drive, Dallas, TX",(972) 971-8654,992835801
ID000891,Henry Arnold,"47 Becker Lane, Plano, TX",(972) 470-2949,252884550
ID000892,Ruby Bishop,"5 International Point, Dallas, TX",(972) 944-4239,534519042
ID000893,Phyllis Dunn,"8316 Calypso Court, Dallas, TX",(214) 835-0529,292844463
ID000894,Louise Wood,"000 Mccormick Plaza, Dallas, TX",(972) 914-5297,144303599
ID000895,Tammy Shaw,"0 Carey Parkway, Richardson, TX",(214) 905-2378,895441229
ID000896,Eric Rivera,"466 Tony Circle, Dallas, TX",(972) 932-9658,955039519
ID000897,Joe Williams,"748 Schlimgen Avenue, Dallas, TX",(972) 852-8033,743940520
ID000898,Aaron Snyder,"1 American Ash Avenue, Dallas, TX",(214) 936-9743,140100901
ID000899,Louis Clark,"4284 Norway Maple Lane, Dallas, TX",(972) 872-7570,210062715
ID000900,Sarah Chavez,"3 Schmedeman Court, Dallas, TX",(972) 524-1820,357347649
ID000901,Robin Ellis,"67445 Dunning Lane, Richardson, TX",(972) 866-1973,427388763
ID000902,Jessica Davis,"12957 Independence Drive, Plano, TX",(972) 842-5888,315418687
ID000903,Lillian Stone,"919 Judy Way, Dallas, TX",(972) 851-2126,829971624
ID000904,Ruth Stanley,"1 Warrior Pass, Dallas, TX",(972) 911-0228,347889624
ID000905,Jesse Duncan,"7787 Haas Hill, Dallas, TX",(972) 683-9815,840391806
ID000906,Lori Hunter,"39 Swallow Place, Richardson, TX",(469) 642-4787,637534929
ID000907,Tammy Robinson,"0378 Longview Plaza, Dallas, TX",(469) 933-2520,136043559
ID000908,James Dunn,"2 Luster Hill, Dallas, TX",(214) 849-9192,713246764
ID000909,Earl White,"3645 Ramsey Place, Dallas, TX",(972) 936-8134,414662512
ID000910,Jeremy Rogers,"91121 Moulton Plaza, Plano, TX",(469) 842-8404,613216220
ID000911,Earl Chapman,"45 Moulton Junction, Dallas, TX",(972) 997-7819,733946852
ID000912,Dorothy Miller,"52 Hazelcrest Crossing, Dallas, TX",(214) 803-3680,606730914
ID000913,Anna Lopez,"49 3rd Terrace, Dallas, TX",(214) 959-4100,154973290
ID000914,Gary Fuller,"59 Macpherson Crossing, Dallas, TX",(214) 968-9302,369654229
ID000915,Angela Nguyen,"45542 Rutledge Avenue, Dallas, TX",(214) 978-0162,507572316
ID000916,Paula Frazier,"916 Maywood Court, Plano, TX",(214) 934-1206,325170156
ID000917,Daniel Johnson,"76702 Caliangt Circle, Dallas, TX",(469) 828-8109,866100944
ID000918,Raymond Burke,"3001 Corscot Drive, Dallas, TX",(469) 749-0551,650993347
